공통표준용어명,공통표준용어설명,공통표준용어영문약어명,공통표준도메인명,허용값,저장 형식,표현 형식,행정표준코드명,소관기관명,용어 이음동의어 목록,제정차수,개정구분명(폐기 또는 변경),개정항목,개정사유
총지원금액,지지하여 도우려고 주는 금액을 모두 합하여 계산한 돈의 액수,TSPRT_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
총지출금액,어떤 목적을 위하여 지급한 전체 돈의 액수,TEXPND_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총직원수,일정한 직장에 근무하는 사람의 전체 수,TNOEMP,수N10,,9999999999,"9,999,999,999",,,전체직원수,6차(2023-11),,,
총집행금액,실제로 시행한 금액을 모두 합하여 계산한 돈의 액수,TIMPL_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
총쪽수,책이나 장부 따위의 한 면의 전체수,TPAGE_CNT,수N14,,99999999999999,"99,999,999,999,999",,,총페이지수,7차(2024-11),,,
총차입금액,돈이나 물건을 꾸어 들인 것의 전체 돈의 액수,TBRW_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총채권금액,특정인이 다른 특정인에게 어떤 행위를 청구할 수 있는 권리의 전체 돈의 액수,TRCVB_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총채무금액,특정인이 다른 특정인에게 어떤 행위를 하여야 할 의무에 해당하는 전체 돈의 액수,TDBT_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총처리건수,사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 지은 전체 건수,TPRCS_NOCS,수N14,,99999999999999,"99,999,999,999,999",,,,7차(2024-11),변경,공통표준용어설명,유관 용어와의 통일성 및 적합성을 고려하여 설명 수정
총청구건수,남에게 돈이나 물건 따위를 달라고 요구한 전체 건수,TCLM_NOCS,수N14,,99999999999999,"99,999,999,999,999",,,,7차(2024-11),변경,공통표준용어설명,유관 용어와의 통일성 및 적합성을 고려하여 설명 수정
총청구금액,남에게 돈이나 물건 따위를 달라고 요구하는 것의 전체 돈의 액수,TCLM_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총체납금액,세금이나 공과금 등을 미리 정해 놓은 시기까지 내지 못하여 밀린 금액을 모두 합하여 계산한 돈의 액수,TNPMNT_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
총출자금액,자금으로 낸 금액을 모두 합하여 계산한 돈의 액수,TINVST_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
총투자금액,이익을 얻기 위하여 어떤 일이나 사업에 자본을 대거나 시간이나 정성을 쏟는 것의 전체 돈의 액수,TIVST_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총판매금액,상품 따위를 팔아 얻은 금액을 모두 합하여 계산한 돈의 액수,TNTSL_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
총판매수량,상품 따위를 판 수량을 모두 합하여 계산한 수효와 분량,TNTSL_QTY,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
총평가점수,사물의 가치나 수준 따위를 평하여 전체를 합한 성적을 나타내는 점수,TEVL_SCR,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
총평내용,총체적인 평가나 평정의 내용,GRVW_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
총환불금액,돈이나 물건을 바꾸어 지불하거나 이미 지불한 돈을 되돌려준 금액을 모두 합하여 계산한 돈의 액수,TRFND_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
총환수금액,도로 거두어들인 것의 전체 돈의 액수,TRDM_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총회수금액,돈이나 물품 등을 도로 거두어들인 것의 전체 돈의 액수,TRTRVL_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,6차(2023-11),,,
총횟수,어떤 일이 되풀이된 횟수를 모두 합한 수,TNMTM,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
촬영내용,"사람, 사물, 풍경 따위를 사진이나 영화로 찍은 것의 내용",SHT_CN,내용V4000,,4000자리 이내 문자,,,,,8차(2025-11),,,
촬영시간,"사람, 사물, 풍경 따위를 사진이나 영화로 찍는 데에 걸리는 일정한 시간",SHT_HR,시분초C6,"HH : 00~23,  MI : 00~59,  SS : 00~59",HH24MISS,HH:MI:SS,,,,7차(2024-11),,,
촬영연도,"사람, 사물, 풍경 따위를 사진이나 영화로 찍은 연도",SHT_YR,연도C4,YYYY : 0001~9999,YYYY,YYYY,,,,6차(2023-11),,,
촬영일시,"사람, 사물, 풍경 따위를 사진이나 영화로 찍은 날짜와 시각",SHT_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,7차(2024-11),,,
촬영일자,"사람, 사물, 풍경 따위를 사진이나 영화로 찍은 날짜",SHT_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,6차(2023-11),,,
촬영장소명,"사람, 사물, 풍경 따위를 사진이나 영화로 찍는 곳의 이름",SHT_PLC_NM,명V100,,100자리 이내 문자,,,,,8차(2025-11),,,
최고가,가장 비싼 가격,HGPRC,가격N15,,999999999999999,"999,999,999,999,999",,,최고가격,6차(2023-11),,,
최고금액,가장 높은 돈의 액수,HGHST_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
최고기온,가장 높은 대기의 온도,HGHST_ARTMP,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
최고높이,어떤 것의 가장 높은 정도,HGHST_HGT,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
최고속도,차량 등이 가장 빠게 낼 수 있는 속도,HGHST_SPD,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
최고수위,"강, 바다, 호수, 저수지 따위에서 나타난 가장 높은 물의 높이",HGHST_WTLV,"수N8,3",,99999.999,99999.999,,,,8차(2025-11),,,
최고온도,가장 따뜻함의 정도를 나타내는 수치,HGHST_TP,"수N10,3",,9999999.999,9999999.999,,,,6차(2023-11),,,
최고층수,가장 높은 층의 수,HGHST_NOFL,수N7,,9999999,9999999,,,,7차(2024-11),,,
최고혈압수치,"혈압을 측정한 값 가운데 가장 높은 수치로, 심장이 수축할 때 혈관 내에 생기는 압력을 계산하여 얻은 값",HGHST_BDPR_NVL,수N3,,999,999,,,,8차(2025-11),,,
최근로그아웃일시,얼마 되지 않은 지나간 날부터 바로 직전까지의 기간에 로그아웃한 날짜와 시각,RCNT_LGT_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,7차(2024-11),,,
최근로그인시각,얼마 되지 않은 지나간 날부터 바로 직전까지의 기간에 로그인한 어느 한 시점,RCNT_LGN_TM,시분초C6,"HH : 00~23,  MI : 00~59,  SS : 00~59",HH24MISS,HH:MI:SS,,,,8차(2025-11),,,
최근로그인일시,얼마 되지 않은 지나간 날부터 바로 직전까지의 기간에 로그인한 날짜와 시각,RCNT_LGN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,6차(2023-11),,,
최근로그인일자,얼마 되지 않은 지나간 날부터 바로 직전까지의 기간에 로그인한 날짜,RCNT_LGN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,8차(2025-11),,,
최근접속일시,얼마 되지 않은 지나간 날부터 바로 직전까지의 기간에 접속한 날짜와 시각,RCNT_CNTN_DT,연월일시분초D,"YYYY : 0001~9999, MM : 01~12, DD : 01~31, HH : 00~23,  MI : 00~59, SS : 00~59",YYYYMMDDHH24MISS,YYYY-MM-DD HH:MI:SS,,,,6차(2023-11),,,
최근접속일자,얼마 되지 않은 지나간 날부터 바로 직전까지의 기간에 컴퓨터 등의 기기나 장치로 네트워크에 연결한 날짜,RCNT_CNTN_YMD,연월일C8,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",YYYYMMDD,YYYY-MM-DD,,,,7차(2024-11),,,
최대건수,어떤 일을 처리한 것 중에서 가장 많은 건수,MAX_NOCS,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
최대금액,가장 큰돈의 액수,MAX_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,7차(2024-11),,,
최대길이,"어떤 대상이나 물체, 데이터 따위가 가질 수 있는 가장 긴 길이",MAX_LEN,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
최대속도,기계나 차량이 안정적으로 낼 수 있는 최대한의 속도,MAX_SPD,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
최대수치,여러 값이나 상태 가운데 가장 높은 수치 또는 값,MAX_NVL,"수N8,3",,99999.999,99999.999,,,,8차(2025-11),,,
최대신청인원수,기관이나 단체 등에 알려 청구하는 사람의 수 가운데 기준으로 정해진 가장 많은 사람의 수,MAX_APLY_NOPE,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
최대용량,가구나 그릇 따위에 들어갈 수 있는 가장 큰 분량,MAX_CPCT,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
최대이륙중량,이륙할 때 안전상 허용되는 비행기의 가장 무거운 정도,MAX_TKOF_WGHT,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
최대인원수,허용되거나 가능한 가장 많은 사람의 수,MAX_NOPE,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
최대적재중량,차량이나 운송수단이 안전하게 적재할 수 있도록 설계된 화물의 가장 무거운 정도,MAX_LOAD_WGHT,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
최대전력량,일정 기간 동안 전력 사용에서 나타난 가장 큰 전력 수요량,MAX_ELCEG,"수N15,4",,99999999999.9999,99999999999.9999,,기후에너지환경부,,8차(2025-11),,,
최대점수,가장 높은 성적을 나타내는 점수,MAX_SCR,수N7,,9999999,9999999,,,,6차(2023-11),,,
최대주주명,가장 많은 주식을 가진 사람의 이름,MAX_STHD_NM,명V100,,100자리 이내 문자,,,,,8차(2025-11),,,
최대중량,어떤 것을 안전하게 적재하거나 견딜 수 있는 가장 무거운 정도,MAX_WGHT,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
최대지원금액,지지하여 도우려고 주는 돈의 액수 가운데 가장 큰 돈의 액수,MAX_SPRT_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
최대첨부파일크기,안건이나 문서 등에 덧붙인 첨부 파일을 저장할 때 허용되는 가장 큰 크기,MAX_ATCH_FILE_SZ,수N14,,99999999999999,"99,999,999,999,999",,,,7차(2024-11),,,
최대출력,"기기, 장치, 설비 따위가 순간적으로 낼 수 있는 가장 큰 출력",MXOT,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
최대토지면적,지적상 등록된 단일 필지 가운데 넓이가 가장 큰 땅의 넓이,MAX_LDAR,"면적N19,9",,9999999999.999999999,"9,999,999,999.999999999",,,,8차(2025-11),,,
최대X좌표,"직선·평면·공간에서 점의 위치를 나타낼 때, 가장 동쪽에 있는 점의 X좌표",MAX_XCRD,"좌표N13,10",,999.9999999999,999.9999999999,,,,7차(2024-11),,,
최대Y좌표,"직선·평면·공간에서 점의 위치를 나타낼 때, 가장 북쪽에 있는 점의 Y좌표",MAX_YCRD,"좌표N13,10",,999.9999999999,999.9999999999,,,,7차(2024-11),,,
최상위기관명,가장 높은 지위나 등급이나 위치를 가진 기관의 이름,HGHRK_INST_NM,명V200,,200자리 이내 문자,,,,,7차(2024-11),,,
최상위기관코드,가장 높은 지위나 등급에 해당하는 기관을 나타내는 기호 체계,HGHRK_INST_CD,코드C7,1741000 : 행정안전부 …,7자리 문자,,기관,,,4차(2021-12),,,
최상위여부,가장 높은 지위나 등급이나 위치인지 여부,HGHRK_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,7차(2024-11),,,
최소금액,가장 작은 돈의 액수,MIN_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,7차(2024-11),,,
최소길이,"어떤 대상이나 물체, 데이터 따위가 가질 수 있는 가장 짧은 길이",MIN_LEN,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
최소비용,어떤 일을 하는 데 드는 돈 가운데 가장 적게 드는 돈,MIN_CST,비용N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
최소사용금액,일정한 목적이나 기능에 맞게 쓴 돈의 액수 가운데 가장 적은 돈의 액수,MIN_USE_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
최소습도,가장 낮은 정도로 공기 가운데 수증기가 들어 있는 양과 비율,MIN_HUM,"수N8,3",,99999.999,99999.999,,,,7차(2024-11),,,
최소신청인원수,기관이나 단체 등에 알려 청구하는 사람의 수 가운데 기준으로 정해진 최소한의 사람의 수,MIN_APLY_NOPE,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
최소여부,어떤 값이나 조건이 기준으로 정해진 최소치에 해당하는지 여부,MIN_YN,여부C1,"Y : 여(예), N : 부(아니요)",1자리 문자,Y or N,,,,8차(2025-11),,,
최소연령,어떤 일을 하거나 조건을 충족하기 위해 기준으로 정해진 가장 낮은 나이,MIN_AGE,수N3,,999,999,,,,8차(2025-11),,,
최소인원수,어떤 일을 하거나 조건을 충족하기 위해 기준으로 정해진 가장 적은 사람의 수,MIN_NOPE,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
최소점수,가장 낮은 성적을 나타내는 점수,MIN_SCR,수N7,,9999999,9999999,,,,6차(2023-11),,,
최소조회수,어떤 자료나 정보를 찾아본 횟수 가운데 가장 적은 수,MIN_INQ_CNT,수N10,,9999999999,"9,999,999,999",,,,8차(2025-11),,,
최소토지면적,지적상 등록된 단일 필지 가운데 넓이가 가장 작은 땅의 넓이,MIN_LDAR,"면적N19,9",,9999999999.999999999,"9,999,999,999.999999999",,,,8차(2025-11),,,
최소X좌표,"직선·평면·공간에서 점의 위치를 나타낼 때, 가장 서쪽에 있는 점의 X좌표",MIN_XCRD,"좌표N13,10",,999.9999999999,999.9999999999,,,,7차(2024-11),,,
최소Y좌표,"직선·평면·공간에서 점의 위치를 나타낼 때, 가장 남쪽에 있는 점의 Y좌표",MIN_YCRD,"좌표N13,10",,999.9999999999,999.9999999999,,,,7차(2024-11),,,
최심적설량,일정한 기간이나 지점에서 눈이 가장 깊이 쌓인 양,MXDP_SNWFL,"수N10,3",,9999999.999,9999999.999,,,,8차(2025-11),,,
최저가,가장 싼 가격,LWPRC,가격N15,,999999999999999,"999,999,999,999,999",,,최저가격,6차(2023-11),,,
최저금액,가장 낮은 돈의 액수,LOWST_AMT,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
최저기온,가장 낮은 대기의 온도,LOWST_ARTMP,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
최저속도,도로에서 차량이 안전하게 운행할 수 있도록 규정된 가장 낮은 속도,LOWST_SPD,"수N10,3",,9999999.999,9999999.999,,,,7차(2024-11),,,
최저온도,가장 차가움의 정도를 나타내는 수치,LOWST_TP,"수N10,3",,9999999.999,9999999.999,,,,6차(2023-11),,,
최저임금,법으로 정하여 근로자에게 지급해야 하는 임금의 최저 수준에 해당하는 돈의 액수,LOWST_WAGE,금액N15,,999999999999999,"999,999,999,999,999",,,,8차(2025-11),,,
최저점수,가장 낮은 성적을 나타내는 점수,LOWST_SCR,수N7,,9999999,9999999,,,,8차(2025-11),,,
최저층수,가장 낮은 층의 수,LOWST_NOFL,수N3,,999,999,,,,7차(2024-11),,,
최저한세,개인이나 법인이 아무리 큰 감세 혜택을 받더라도 소득이 있으면 납부해야 하는 최소한의 세금,MNMTX,금액N18,,999999999999999999,"999,999,999,999,999,999",,,,8차(2025-11),,,
최저혈압수치,"혈압을 측정한 값 가운데 가장 낮은 수치로, 심장이 이완할 때 혈관 내에 생기는 압력을 계산하여 얻은 값",LOWST_BDPR_NVL,수N3,,999,999,,,,8차(2025-11),,,
